mag,place,time,url,magType,longitude,latitude,depth
0.71,"4 km ESE of Carbonado, Washington",1697467993540,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966356,ml,-121.99833333333333,47.068666666666665,15.02
1.87,"13 km SSW of Volcano, Hawaii",1697467460040,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610387,ml,-155.294662475586,19.3398342132568,1.45000004768372
1.17,"17 km WSW of El Centro, CA",1697467412000,https://earthquake.usgs.gov/earthquakes/eventpage/ci40583064,ml,-115.7186667,32.71,8.46
1.4,Central Alaska,1697466981235,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da6v4ln,ml,-147.7102,63.5247,17.5
-0.67,"66 km ENE of Pedro Bay, Alaska",1697466257220,https://earthquake.usgs.gov/earthquakes/eventpage/av92085126,ml,-153.020166666667,60.0211666666667,2.83
0.6,,1697466122414,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867493,ml,-118.7201,38.2581,5.5
-0.1,"22 km NW of Indian Springs, Nevada",1697465814873,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867423,ml,-115.8792,36.6886,11.3
2.93,"11 km WNW of Humboldt Hill, CA",1697465742130,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947930,md,-124.3113333,40.755,26.33
1.0,Southern Alaska,1697465544054,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da6pzmt,ml,-142.9182,60.4306,6.8
1.41,"6 km WNW of Bondurant, Wyoming",1697465316560,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030178,ml,-110.481666666667,43.225,5.02
3.9,"206 km WSW of Adak, Alaska",1697465158678,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgxb,mb,-179.1961,50.9414,10.0
2.2,western Texas,1697464601327,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uhgm,ml(texnet),-103.973,31.623,5.7202
4.6,"45 km NNE of Hirara, Japan",1697464427341,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgx9,mb,125.5391,25.1572,10.0
2.3,"10 km SSW of Funny River, Alaska",1697463852413,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da6be1l,ml,-150.8085,60.4121,47.4
1.11,"1 km N of The Geysers, CA",1697463514980,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947925,md,-122.7584991,38.7876663,2.16
4.2,Carlsberg Ridge,1697463229574,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lgx6,mb,58.3241,8.8198,10.0
3.2,"52 km ESE of Atka, Alaska",1697463170638,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfx9,ml,-173.5504,51.9464,29.146
1.7,"36 km WSW of Mentone, Texas",1697463144103,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uhfr,ml(texnet),-103.977,31.626,5.2318
4.9,"southwestern Ryukyu Islands, Japan",1697463048196,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfx6,mb,125.5035,25.1128,9.536
2.8,"9 km NNW of El Moro, Colorado",1697462136248,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfx4,mb_lg,-104.5054,37.3024,5.0
1.73,"8 km NE of Fall City, Washington",1697461684860,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966336,ml,-121.801,47.60966666666667,16.93
1.71,"33 km NNE of Soda Springs, Idaho",1697461454100,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030173,ml,-111.4925,42.9465,1.17
2.98,"19 km E of Petrolia, CA",1697461446960,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947920,ml,-124.061,40.3216667,31.59
1.62,"5 km ENE of Fairmont, Oklahoma",1697460639250,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023uheh,ml,-97.64866667,36.378,7.0
1.4,Central Alaska,1697460459641,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da5qnor,ml,-148.9412,64.7564,16.6
2.0,,1697459390687,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da5mtut,ml,-152.8337,58.9658,73.9
3.9,"159 km NNE of Cruz Bay, U.S. Virgin Islands",1697459227890,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023289001,md,-64.4343,19.727,19.0
1.6,"43 km SE of Denali National Park, Alaska",1697458779648,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da5knn0,ml,-151.0898,63.2708,0.1
1.06,"12 km W of Avenal, CA",1697458474550,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947915,md,-120.2673333,35.9958333,9.5
1.9,"55 km S of Whites City, New Mexico",1697457587548,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uhcq,ml(texnet),-104.39,31.673,6.7743
1.9,"12 km SE of Middletown, CA",1697457563950,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947910,md,-122.499,38.6871667,7.08
0.74,"5 km NW of The Geysers, CA",1697457400930,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947905,md,-122.7935028,38.8106651,3.09
4.4,"25 km SW of Göksun, Turkey",1697457061297,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfw6,mb,36.3173,37.843,6.207
1.57,"6 km SSE of Cabazon, CA",1697456856050,https://earthquake.usgs.gov/earthquakes/eventpage/ci40583032,ml,-116.7646667,33.8655,16.17
2.43,"5 km WSW of Guánica, Puerto Rico",1697456384540,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428823,md,-66.9535,17.9586666666667,13.25
1.2,"6 km SSE of Cabazon, CA",1697456133780,https://earthquake.usgs.gov/earthquakes/eventpage/ci40583016,ml,-116.766,33.8643333,16.04
6.4,"65 km NNW of Adak, Alaska",1697456131726,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfvn,mww,-176.8502,52.4445,187.371
6.7,"133 km NW of Atka, Alaska",1697456130000,https://earthquake.usgs.gov/earthquakes/eventpage/pt23289002,Mi,-175.5,53.1,253.0
0.8,"12 km WSW of Indian Springs, Nevada",1697455945051,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867422,ml,-115.8075,36.5309,10.8
1.79,"6 km SSE of Cabazon, CA",1697455868060,https://earthquake.usgs.gov/earthquakes/eventpage/ci40583008,ml,-116.768,33.8641667,15.16
1.04,"1 km NE of The Geysers, CA",1697455833540,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947855,md,-122.7480011,38.786499,3.03
1.8,"29 km SSW of Petersville, Alaska",1697455645522,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da50wo8,ml,-151.0114,62.2537,73.6
2.44,Puerto Rico region,1697455308670,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428793,md,-66.9601666666667,17.9218333333333,11.49
0.62,"3 km WNW of Anderson Springs, CA",1697455049720,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947850,md,-122.7198333,38.7891667,2.65
1.3,"21 km SSE of Benton, California",1697454676343,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867458,ml,-118.4233,37.6302,16.6
3.59,"121 km N of Suárez, Puerto Rico",1697454229960,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023289000,md,-65.6698,19.5143,33.0
1.6,"21 km S of Kingston, Nevada",1697454198322,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867421,ml,-117.047,39.0143,2.4
0.5,"21 km WSW of Mina, Nevada",1697454183773,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867457,ml,-118.3483,38.3511,12.7
0.44,"5 km ENE of Fairmont, Oklahoma",1697453904839,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023uhap,ml,-97.65383333,36.3795,7.0
0.9,"68 km W of Tyonek, Alaska",1697453678449,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da4laec,ml,-152.4017,61.0839,6.7
1.2,Northern California,1697453666162,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867456,ml,-120.872,39.9416,7.0
0.2,"21 km SSW of Mammoth, Wyoming",1697453462670,https://earthquake.usgs.gov/earthquakes/eventpage/uu60552347,md,-110.8085,44.7938333,4.48
1.80999994,"12 km SSW of Volcano, Hawaii",1697453219140,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610282,md,-155.297332763672,19.3514995574951,0.980000019073486
1.5,"37 km E of Alamo, Nevada",1697453166920,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867454,ml,-114.7489,37.3316,13.8
4.3,"265 km ESE of Attu Station, Alaska",1697453038909,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfx7,mb,176.5896,51.697,19.175
5.7,"46 km NNE of Hirara, Japan",1697452932858,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfvj,mww,125.5423,25.1583,27.852
0.47000000000000003,"38 km NNE of Amboy, Washington",1697452867550,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966311,ml,-122.1935,46.2075,5.85
4.03,"28 km W of Humboldt Hill, CA",1697452285060,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947835,mw,-124.5208333,40.756,23.63
2.07,"10 km WSW of Bondurant, Wyoming",1697452152640,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030163,ml,-110.531833333333,43.1793333333333,5.01
2.08,"18 km SSE of Rio Dell, CA",1697451821420,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947820,md,-124.051,40.3383333,27.84
2.1,Central Alaska,1697451654380,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da4e1a6,ml,-151.0674,63.2918,3.9
4.83,"20 km E of Petrolia, CA",1697451649740,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947830,mw,-124.0548333,40.3156667,31.06
0.69,"3 km W of Anderson Springs, CA",1697451145840,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947815,md,-122.7214966,38.7736664,1.28
2.1,"88 km W of Karluk, Alaska",1697451125636,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da4c7sj,ml,-155.9156,57.689,1.7
4.7,Mid-Indian Ridge,1697450748805,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfvg,mb,70.0503,-25.154,10.0
1.25,"10 km SSE of Dibble, Oklahoma",1697450559460,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ugyt,ml,-97.57416667,34.95266667,6.99
1.08,"7 km NW of The Geysers, CA",1697449964390,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947810,md,-122.8079987,38.8214989,2.57
1.8,"31 km WNW of Petersville, Alaska",1697449586754,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da3y45v,ml,-151.3457,62.5888,85.0
1.12,"7 km ESE of North Shore, CA",1697449540060,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582984,ml,-115.864,33.508,4.79
1.51,"9 km WNW of Cobb, CA",1697449301120,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947805,md,-122.8223333,38.8426667,1.94
1.3,"7 km ESE of North Shore, CA",1697449161780,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582976,ml,-115.865,33.5095,4.9
2.36,"4 km S of Indios, Puerto Rico",1697448842790,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428783,md,-66.8226666666667,17.9498333333333,11.61
0.66,"12 km SSW of Tres Pinos, CA",1697448227780,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947800,md,-121.3688333,36.6888333,0.75
0.0,Nevada,1697448052635,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867420,ml,-115.9525,36.8773,6.9
1.4,Oregon,1697447338198,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867419,ml,-120.0216,42.0911,11.5
0.77,"20 km SSE of Swan Lake, Montana",1697447097160,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030188,ml,-113.767333333333,47.7518333333333,5.04
4.2,"43 km E of Copiapó, Chile",1697446074778,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfv3,mb,-69.8961,-27.361,98.689
5.2,"129 km NE of Labasa, Fiji",1697445970513,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfv4,mww,-179.6318,-15.7822,10.0
1.54,"11 km WNW of Stanley, Idaho",1697445878990,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030363,ml,-115.0845,44.2386666666667,9.99
-0.3,"21 km N of Beatty, Nevada",1697445636381,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867453,ml,-116.7397,37.1017,6.8
1.3,"2 km NW of Sierra City, California",1697445402160,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867417,ml,-120.6488,39.5796,11.0
2.0,"1 km NW of Anchorage, Alaska",1697445090962,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da39h54,ml,-149.9238,61.2311,38.5
1.47,"11 km WSW of Toms Place, CA",1697444009520,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947795,md,-118.7955,37.5293333,5.27
1.3,"22 km WNW of Fishhook, Alaska",1697443658765,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da34ckb,ml,-149.6233,61.8338,43.6
0.32,"68 km W of Tyonek, Alaska",1697443529440,https://earthquake.usgs.gov/earthquakes/eventpage/av92084761,ml,-152.4075,61.1198333333333,4.5
1.9,"44 km NNE of Chignik, Alaska",1697443345135,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da338xd,ml,-158.0215,56.6364,92.5
0.52,"2 km ESE of The Geysers, CA",1697442974240,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947780,md,-122.7336667,38.7708333,1.33
1.4,"56 km SW of Tatitlek, Alaska",1697442374064,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da2r7z2,ml,-147.3598,60.4831,19.8
0.72,"36 km NNE of Amboy, Washington",1697442362090,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966286,ml,-122.19783333333334,46.19316666666667,1.99
1.47,"6 km SE of Round Valley, CA",1697442034250,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947775,md,-118.5428333,37.3808333,8.98
0.6,"8 km WNW of Cobb, CA",1697441248120,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947765,md,-122.8103333,38.840332,1.81
1.98000002,"6 km SW of Pāhala, Hawaii",1697441205130,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610162,md,-155.521331787109,19.1551666259766,31.3099994659424
1.25,"8 km SE of Round Valley, CA",1697441113610,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947770,md,-118.5471667,37.3605,10.48
1.3,"36 km SE of Knik River, Alaska",1697441085014,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da2mklx,ml,-148.4866,61.2036,14.9
0.47,"84 km NNW of Karluk, Alaska",1697440929630,https://earthquake.usgs.gov/earthquakes/eventpage/av92084736,ml,-155.069,58.2488333333333,4.89
1.8,"54 km S of Whites City, New Mexico",1697440515224,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ugtg,ml(texnet),-104.43,31.682,6.1316
1.36,"6 km SE of Round Valley, CA",1697440146350,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947760,md,-118.5416667,37.3776667,10.57
2.66,"10 km S of Guánica, Puerto Rico",1697439995370,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428778,md,-66.9241666666667,17.8738333333333,13.36
3.15,"45 km SSE of Boca de Yuma, Dominican Republic",1697439780440,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428773,md,-68.4391666666667,18.004,71.97
1.04,"5 km ENE of Fairmont, Oklahoma",1697439514409,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ugsr,ml,-97.653,36.37933333,6.85
2.21,"2 km WSW of Pāhala, Hawaii",1697439160730,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610152,ml,-155.496002197266,19.1936664581299,34.9199981689453
2.51,"5 km ENE of Fairmont, Oklahoma",1697439068189,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ugsl,ml,-97.6475,36.37883333,7.92
1.07,"43 km NE of Adak, Alaska",1697438923200,https://earthquake.usgs.gov/earthquakes/eventpage/av91118498,ml,-176.1425,52.126,8.02
5.2,"near the east coast of the Kamchatka Peninsula, Russia",1697438915622,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfum,mww,160.2603,53.4071,61.853
4.9,Kermadec Islands region,1697438030763,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfur,mb,-176.4717,-28.004,10.0
1.2,"58 km NNW of Karluk, Alaska",1697437687504,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da21wz2,ml,-154.764,58.0696,85.0
0.34,"36 km NNE of Amboy, Washington",1697437560520,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966276,ml,-122.1935,46.1925,4.09
1.71000004,"13 km ESE of Pāhala, Hawaii",1697437117560,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610137,md,-155.370498657227,19.1429996490479,29.8299999237061
1.4,"30 km WNW of Valdez, Alaska",1697436937588,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da1z6zi,ml,-146.8441,61.2684,3.4
1.9,"51 km NW of Toyah, Texas",1697436906158,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ugrg,ml(texnet),-104.223,31.602,3.9978
1.8,"5 km NW of Delta, B.C., MX",1697435418020,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582968,ml,-115.2336667,32.3873333,7.71
1.7,,1697434712473,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ugqb,ml(texnet),-103.98,31.63,5.913
1.4,"7 km NE of Willow, Alaska",1697434575772,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da1i7qh,ml,-149.9398,61.7955,35.7
0.5,"31 km SSW of Hawthorne, Nevada",1697434086552,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867452,ml,-118.7093,38.2519,9.6
1.5,"50 km E of Denali National Park, Alaska",1697434074408,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da1gdal,ml,-150.7143,63.544,3.1
1.25,"2 km NE of Marston, Missouri",1697434030610,https://earthquake.usgs.gov/earthquakes/eventpage/nm60555621,md,-89.5881666666667,36.5336666666667,8.67
1.1,,1697434023184,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867415,ml,-119.5185,38.5072,6.7
0.06,"68 km W of Tyonek, Alaska",1697434017530,https://earthquake.usgs.gov/earthquakes/eventpage/av92084651,ml,-152.406,61.12,3.92
1.73,"10 km W of Petrolia, CA",1697433131250,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947745,md,-124.3958333,40.3351667,18.76
0.5,"6 km WNW of Cobb, CA",1697432874350,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947740,md,-122.7886667,38.8363333,2.31
-0.06,"6 km WNW of The Geysers, CA",1697432869680,https://earthquake.usgs.gov/earthquakes/eventpage/nc71131514,md,-122.8163333,38.8056667,3.15
0.1,"5 km SSE of Floriston, California",1697432851384,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867414,ml,-120.0083,39.345,4.6
1.83000004,"10 km ENE of Pāhala, Hawaii",1697432737860,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610112,md,-155.385162353516,19.2463340759277,30.7299995422363
0.68,"6 km S of Redlands, CA",1697432235080,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582960,ml,-117.1726667,34.001,14.97
2.46,"17 km S of Central Aguirre, Puerto Rico",1697432011690,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428768,md,-66.229,17.7913333333333,12.13
0.4,"87 km NNW of Karluk, Alaska",1697431628123,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da0z4f0,ml,-155.1988,58.2488,0.0
0.37,"86 km NNW of Karluk, Alaska",1697431627530,https://earthquake.usgs.gov/earthquakes/eventpage/av91118493,ml,-155.191333333333,58.235,4.36
1.56,"20 km SW of Lamont, CA",1697431531500,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582952,ml,-119.0565,35.1218333,12.94
2.32,"7 km SE of Maria Antonia, Puerto Rico",1697431517120,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428763,md,-66.8428333333333,17.933,11.85
0.01,"67 km W of Tyonek, Alaska",1697430822090,https://earthquake.usgs.gov/earthquakes/eventpage/av91118488,ml,-152.389,61.1143333333333,3.28
1.84,"14 km SE of Waimea, Hawaii",1697430713180,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610097,md,-155.565333333333,19.9443333333333,32.1
1.1,"69 km W of Tyonek, Alaska",1697430709157,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da0vs4p,ml,-152.4163,61.1004,0.0
2.00999999,"3 km SSW of Pāhala, Hawaii",1697430375740,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610087,md,-155.489334106445,19.1765003204346,32.5900001525879
0.92,"13 km SE of Middletown, CA",1697430242760,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947735,md,-122.4955,38.6855,7.95
1.19,"6 km SSW of Pocasset, Oklahoma",1697429489469,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ugne,ml,-97.97533333,35.13783333,7.16
1.2,"61 km ENE of McCarthy, Alaska",1697429275474,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da0qnfc,ml,-141.8891,61.6869,20.0
2.1,"14 km WSW of Searles Valley, CA",1697428964280,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582944,ml,-117.5511667,35.7351667,2.46
1.31,"12 km SSW of Searles Valley, CA",1697428245840,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582936,ml,-117.4755,35.679,8.83
1.8,"27 km S of Westbrook, Texas",1697427707510,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ugmg,ml(texnet),-101.064,32.111,4.3529
4.2,,1697427700536,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfu1,mb,80.8042,30.1302,10.0
2.38,Puerto Rico region,1697427255190,https://earthquake.usgs.gov/earthquakes/eventpage/pr71428758,md,-66.8418333333333,17.9195,11.39
1.8,"52 km W of Karluk, Alaska",1697427214169,https://earthquake.usgs.gov/earthquakes/eventpage/ak023da0aqso,ml,-155.3276,57.6309,10.7
2.3,western Texas,1697427199197,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023ugma,ml(texnet),-103.979,31.625,4.8976
1.8,western Texas,1697427126888,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uglz,ml(texnet),-103.978,31.624,4.6791
-0.44,"84 km NW of Karluk, Alaska",1697426707200,https://earthquake.usgs.gov/earthquakes/eventpage/av92084576,ml,-155.251666666667,58.2008333333333,2.31
4.9,"199 km W of Port McNeill, Canada",1697426034744,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lftw,mb,-129.8925,50.751,10.0
4.2,Kuril Islands,1697424891726,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lftu,mb,154.6207,50.181,161.11
1.14,"14 km ENE of Ridgecrest, CA",1697424621230,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582928,ml,-117.5375,35.6823333,2.94
-0.1,"13 km SSE of Sparks, Nevada",1697424530390,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867413,ml,-119.7042,39.4239,7.8
2.52,"78 km SW of Alberto Oviedo Mota, B.C., MX",1697423382290,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582920,ml,-115.7015,31.6876667,6.06
2.8,"84 km E of Ugashik, Alaska",1697423080836,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d9zne9f,ml,-156.01,57.6306,6.9
2.22000003,"Island of Hawaii, Hawaii",1697422540630,https://earthquake.usgs.gov/earthquakes/eventpage/hv73610007,md,-155.496505737305,19.19700050354,35.0
0.83,"8 km NW of Prague, Oklahoma",1697422510140,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023ugji,ml,-96.75333333,35.53416667,6.0
1.5,Central Alaska,1697422179532,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d9zk6f5,ml,-149.5824,62.5085,15.3
1.6,"12 km SE of Middletown, CA",1697421369990,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947705,md,-122.4985,38.6878333,7.38
1.13,,1697420363320,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030158,ml,-111.9305,45.7333333333333,0.22
2.7,"13 km ESE of Soda Springs, Idaho",1697420050039,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lftl,ml,-111.455,42.6021,5.0
0.32,Washington,1697419913890,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966261,ml,-122.17483333333334,46.19983333333333,4.41
0.1,"21 km NW of Indian Springs, Nevada",1697419820308,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867429,ml,-115.8644,36.6829,11.6
4.3,,1697419758872,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lftm,mb,-177.9059,-18.8277,481.805
2.16,"16 km SE of Lone Pine, CA",1697418949720,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582904,ml,-117.971,36.4665,8.09
0.72,"6 km SSE of Swede Heaven, Washington",1697418807870,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966256,ml,-121.68433333333333,48.236,9.42
0.26,"7 km SE of Mammoth Lakes, CA",1697418092720,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947690,md,-118.9225,37.5911667,2.8
4.4,"93 km W of El Aguilar, Argentina",1697417617012,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lfti,mb,-66.585,-23.0921,214.174
2.0,"55 km S of Whites City, New Mexico",1697417541476,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uggp,ml(texnet),-104.424,31.679,6.3372
2.3,"55 km S of Whites City, New Mexico",1697417405398,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023uggn,ml(texnet),-104.43,31.68,6.4658
1.7,"35 km W of Skwentna, Alaska",1697416893511,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d9yk5nr,ml,-152.0726,61.9879,126.7
1.6,"18 km SW of Knik River, Alaska",1697416583806,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d9yj2bw,ml,-149.1212,61.3232,29.9
-0.3,"49 km WNW of Indian Springs, Nevada",1697416371839,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867412,ml,-116.1792,36.7484,4.6
2.15,"3 km SSW of Pāhala, Hawaii",1697415907480,https://earthquake.usgs.gov/earthquakes/eventpage/hv73609947,ml,-155.490493774414,19.1703338623047,31.7299995422363
0.7,"6 km ESE of Spanish Springs, Nevada",1697415197995,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867411,ml,-119.6392,39.6214,8.1
0.27,"8 km NW of The Geysers, CA",1697414778620,https://earthquake.usgs.gov/earthquakes/eventpage/nc73947685,md,-122.8249969,38.8181648,2.11
0.1,"7 km ESE of Spanish Springs, Nevada",1697414554988,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867410,ml,-119.6366,39.6178,10.7
0.29,"37 km NNE of Amboy, Washington",1697414183560,https://earthquake.usgs.gov/earthquakes/eventpage/uw61966246,ml,-122.1885,46.1945,4.22
1.3,"42 km SSW of Denali National Park, Alaska",1697414108876,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d8osq7c,ml,-152.1502,63.2096,1.1
2.4,"6 km ESE of Spanish Springs, Nevada",1697414051336,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867371,ml,-119.6373,39.6244,10.4
2.9,"6 km ESE of Spanish Springs, Nevada",1697413984956,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867368,ml,-119.6407,39.6193,8.6
1.38,"5 km SE of Ojai, CA",1697413413690,https://earthquake.usgs.gov/earthquakes/eventpage/ci40582888,ml,-119.207,34.4105,1.67
3.76,"53 km SE of Punta Cana, Dominican Republic",1697413355310,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023288001,md,-67.9906,18.3031,89.0
1.6,,1697413169381,https://earthquake.usgs.gov/earthquakes/eventpage/ak023d8opcbu,ml,-150.4606,60.7268,39.2
